title,link,description,id
When should I apply for a co-op work permit (CWP)?,https://successportal.conestogac.on.ca/students/faqs/detail/11/when-should-i-apply-for-co-op-,"Due to long CWP application processing times, it is recommended that you apply for the CWP together with your study permit, even if the acceptance letter includes an optional co-op.",277
Who can I talk to if I need help with housing?,https://successportal.conestogac.on.ca/students/faqs/detail/21/who-can-i-talk-to-if-i-need-he,International Transition Coordinators (ITCs) are available to provide international students with information and resources to help in their housing search. You can contact an ITC by email at internationaltransition@conestogac.on.ca or by booking an appointment on the Student Success Portal. Students can also find helpful housing search resources...,278
Where can I learn more about the information contained on my study permit and what it means?,https://successportal.conestogac.on.ca/students/faqs/detail/9/where-can-i-learn-more-about-i,This video shares details about how you can better understand the information on your Study Permit.,279
How can I open a bank account as an international student?,https://successportal.conestogac.on.ca/students/faqs/detail/29/how-can-i-open-bank-account-as,"The process and documents required for opening a bank account in Canada depends on which bank you select. If you already have a GIC with a Canadian bank, you may want to consider doing all your banking with that bank. If you would prefer to use another bank, we suggest opening an account at a bank with a location close to either your campus or...",280
How do I apply for a second program at Conestoga?,https://successportal.conestogac.on.ca/students/faqs/detail/28/how-do-i-apply-for-second-prog,"Second program applications can be submitted while you are studying in your current program or after you have completed your first program at Conestoga. As programs fill quickly, you are encouraged to submit your application as early as possible. The International Office manages all second program applications for existing students. The admissions...",281
Who can help me with questions related to international student admissions?,https://successportal.conestogac.on.ca/students/faqs/detail/27/who-can-help-me-with-questions,"If you have questions related to international admissions (including applying to Conestoga College, registration, timetable, deferral requests, etc.), please email internationaladmissions@conestogac.on.ca",282
What steps do I need to take to update my Conestoga International Student file?,https://successportal.conestogac.on.ca/students/faqs/detail/26/what-steps-do-i-need-to-take-t,"To update your Conestoga International Student file, new arrivals must also complete the following steps:Upload you study permit in the ""Uploaded Documents"" tab and add you study permit details under ""Manage Visa Information"" tab on the Conestoga International Registration PortalUpdate your local Canadian address on the Conestoga Student Portal",283
What Post-Graduation Work Permit (PGWP) am I eligible for if my program is a two-year program completed in sixteen months?,https://successportal.conestogac.on.ca/students/faqs/detail/25/what-post-graduation-work-perm,"For a two-year program completed in sixteen months, the program length is considered to be two years and, therefore, you should be eligible for a three-year PGWP. You can find your program length on the program webpage or on your Letter of Acceptance (LOA).",284
What Post-Graduation Work Permit (PGWP) am I eligible for if my program is a one-year program completed in eight months (two semesters/one-year program)?,https://successportal.conestogac.on.ca/students/faqs/detail/18/what-post-graduation-work-perm,"The academic program is considered a one-year program, therefore you should be eligible for a one-year PGWP. You can find your program length on the program webpage or on your Letter of Acceptance (LOA).",285
"As an international student, is it mandatory to submit my travel information via the iCent app?",https://successportal.conestogac.on.ca/students/faqs/detail/22/as-international-student-is-it,"All newly arriving international students are required to submit their travel information to Conestoga College through the iCent app. Follow these instructions to begin using the iCent app:Download the iCent app from Google Play or the App Store.Enter ""Canada: as your destination country and ""Conestoga College"" as your institution name.Enter your...",286
Can I change my campus or program?,https://successportal.conestogac.on.ca/students/faqs/detail/24/can-i-change-my-campus-or-prog,"First semester (level 1) students are not permitted to change programs.  If you are eligible for a program change, you can view program availability under ""Open Programs"" on the Conestoga College Full-time Programs website here. Campus changes are not permitted during your first year of studies.",287
Can I engage in studies while on my regularly scheduled academic break and still work full time?,https://successportal.conestogac.on.ca/students/faqs/detail/15/can-i-engage-in-studies-while-,Students who are enrolled full-time during the academic sessions before and after a regularly scheduled break and who decide to undertake a full-time or part-time course load during their scheduled program break are eligible to work off campus on a full-time basis. If a program of study does not provide a scheduled program break and a student...,288
What is considered to be a regularly scheduled break for an international student?,https://successportal.conestogac.on.ca/students/faqs/detail/14/what-is-considered-to-be-regul,"According to Immigration, Refugees and Citizenship Canada (IRCC), a regularly scheduled break must be part of the designated learning institution's (DLI) academic calendar. Each regularly scheduled break should be no longer than 150 days in duration.",289
"What is considered ""full-time"" work for international students?",https://successportal.conestogac.on.ca/students/faqs/detail/13/what-is-considered-full-time-w,"There is no set number of hours per week that counts as ‘full-time’ work for international students. You are free to work overtime or work two part-time jobs that add up to a greater than usual number of hours. However, your employer(s) must follow all provincial laws on overtime pay and time between shifts.",290
How many hours I am permitted to work as an international student?,https://successportal.conestogac.on.ca/students/faqs/detail/12/how-many-hours-i-am-permitted-,Please use this Work Eligibility Self Assessment Tool (WESAT) link to determine your work eligibility as a student.,291
Can I use my Co-op Work Permit (CWP) to engage in work that is not considered part of my program of study?,https://successportal.conestogac.on.ca/students/faqs/detail/17/can-i-use-my-co-op-work-permit,No. The CWP is only for work that is considered an essential or integral part of your program of study.,292
Methods of Solving Linear Differential Equations,https://successportal.conestogac.on.ca/students/links/detail/74,A brief overview on the various methods used to solve linear differential equations.,293
Optimization Word Problems (Calculus),https://successportal.conestogac.on.ca/students/links/detail/73,Practice optimization using calculus. Solutions included.,294
"Moment, Center of Mass and Centroid - Calculus Problems",https://successportal.conestogac.on.ca/students/links/detail/72,"This video solves problems involving moment, center of mass, and centroid using calculus.",295
Center of Mass & Centroid,https://successportal.conestogac.on.ca/students/links/detail/71,This video is an introduction to center of mass and centroids using calculus.,296
Differential Equations,https://successportal.conestogac.on.ca/students/links/detail/70,"Practice a variety of first, second, and higher order differential equations, Laplace Transform, Systems of differential equations, and partial differential equations.",297
Integration Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/69,Practice indefinite and definite integrals using basic integration rules and substitution.,298
Derivatives Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/68,"This website has a variety of practice problems on derivatives from differentiating polynomials, to trigonometric, exponential and logarithmic functions. It also includes product rule, quotient rule, chain rule and implicit differentiation.",299
Calculus - Limits Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/67,"Practice solving limits of polynomials, rational equations and equations involving roots. Full solutions are included.",300
Trig Identities Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/66,Practice proving trigonometric identities. Solutions are included.,301
Solving trig equations practice problems,https://successportal.conestogac.on.ca/students/links/detail/65,Twelve practice problems on solving trigonometric equations with full solutions.,302
Matrix Multiplication Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/64,Fifty matrix multiplication practice problems with answers.,303
Solving Systems of Equations with Matrices,https://successportal.conestogac.on.ca/students/links/detail/63,Practice questions with full solutions of systems of equations solved using matrices.,304
Linear Algebra 1,https://successportal.conestogac.on.ca/students/links/detail/62,"Explore the modules of the University of Waterloo's Linear Algebra course content with lessons, examples and practice problems.",305
Algebra - Solving Linear Equations by using the Gauss-Jordan Elimination Method 2/2,https://successportal.conestogac.on.ca/students/links/detail/61,This video is part 2 or 2 of a system of linear equations solved using the Gauss-Jordan Elimination method.,306
Algebra - Solving Linear Equations by using the Gauss-Jordan Elimination Method 1/2,https://successportal.conestogac.on.ca/students/links/detail/60,This video is part 1 of 2 of a system of linear equations solved using the Gauss-Jordan Elimination method.,307
Minitab,https://successportal.conestogac.on.ca/students/links/detail/59,Help and how-to overview of Minitab.,308
Practice Problems,https://successportal.conestogac.on.ca/students/links/detail/58,"Choose from a variety of worksheets on fractions, recipe scaling, baker's percent, recipe cost, and unit conversions.",309
"Vectors Practice Problems (Basic Concepts, Vector Arithmetic, Dot Product, Cross Product)",https://successportal.conestogac.on.ca/students/links/detail/57,"Practice adding and subtracting vectors, finding magnitude of vectors, calculating unit vectors, dot product and cross product, and more.",310
Functions practice problems,https://successportal.conestogac.on.ca/students/links/detail/56,"Practice with function notation, domain and range, composition of two functions and more.",311
System of linear equations word problems,https://successportal.conestogac.on.ca/students/links/detail/55,This free worksheet has a variety of systems of linear equations word problems with answers to check your work.,312
Quadratics Word Problems,https://successportal.conestogac.on.ca/students/links/detail/54,This is an Open Educational Resource textbook with detailed examples of quadratic word problems. Explore the rest of the text to practice more basic algebra.,313
"Addition, subtraction, multiplication and division word problems",https://successportal.conestogac.on.ca/students/links/detail/53,Access a wide variety of free worksheets on word problems involving different operations with answers included to check your work.,314
Algebra worksheets with answers by topic,https://successportal.conestogac.on.ca/students/links/detail/52,"Access a wide variety of free worksheets with answers involving solving equations, exponents, quadratic functions, trigonometry, and more.",315
Algebra Practice Test,https://successportal.conestogac.on.ca/students/links/detail/51,"This online multiple-choice algebra practice test includes solving equations, creating equations from word problems, factoring, and more. Get immediate feedback after completing the test with solutions included.",316
"Vector Practice Problems (Magnitude, Parametric Equations)",https://successportal.conestogac.on.ca/students/links/detail/50,"Practice finding vectors from points, vector magnitude, converting between vector forms, intersection of two planes, and more.",317
Settlement Resources,https://successportal.conestogac.on.ca/students/docs/detail/132?filename=Settlement-Resources.pdf,"Check out our list of settlement resources for information on important tasks you will need to tend to once you arrive in Canada like arranging transportation, setting up your mobile network, opening a bank account, getting a bus pass, accessing health services, and more.",318
SIN Information,https://successportal.conestogac.on.ca/students/docs/detail/106?filename=W2024-SIN_Newcomers.pdf,This resource was created by Service Canada to give newcomers to Canada information about how to get their social insurance number (SIN).,319
Understanding Math Anxiety,https://successportal.conestogac.on.ca/students/infoPages/detail/12/understanding-math-anxiety,This resource will help you understanding anxiety around math and give tips on how to manage it.,320
Healthy Pregnancy Guide,https://successportal.conestogac.on.ca/students/docs/detail/166?filename=Healthy-Pregnancy-Guide-2022.pdf,"If you are pregnant or planning to become pregnant, this guide is for you!",321
Pregnancy Pocket Guide - Advice for Treating Common Conditions in Pregnancy,https://successportal.conestogac.on.ca/students/docs/detail/165?filename=Pregnancy-Pocket-Guide-Advice-for-treating-common-conditions-in-pregnancy.pdf,The Pregnancy and Breastfeeding pocket guide is for women who are planning a pregnancy or who are pregnant or breastfeeding and for their families and healthcare professionals.,322
Goal Setting Worksheet,https://successportal.conestogac.on.ca/students/docs/detail/164?filename=Goal-Worksheet.pdf,Establish your goals and make a plan to achieve them!,323
Fire Safe Student Housing,https://successportal.conestogac.on.ca/students/docs/detail/161?filename=student_housing_handout-%28002%29.pdf,Top tips for staying fire safe at college or university,324
Uploading your co-op work permit,https://successportal.conestogac.on.ca/students/docs/detail/159?filename=Uploading-Your-Co-op-Work-Permit.pdf,Uploading your co-op work permit,325
Emergency Room Information,https://successportal.conestogac.on.ca/students/infoPages/detail/25/emergency-room-information,"Information on Emergency Rooms in Waterloo, Kitchener, Cambridge, Guelph and Halton.",326
Walk-in Clinics,https://successportal.conestogac.on.ca/students/infoPages/detail/26/walk-in-clinics,"Walk-in clinics and urgent care centers provide medical care for people who do not have a primary care health provider, or have one but are unable to reach them.",327
How to convert or reformat a document,https://successportal.conestogac.on.ca/students/docs/detail/158?filename=How-to-Convert-or-Reformat-a-Document.pdf,How to convert or reformat a document for uploading to HS Trax,328
Math learning and study strategies,https://successportal.conestogac.on.ca/students/infoPages/detail/9/math-learning-and-study-strate,Explore math learning and study strategy resources.,329
Math Learning Strategies Checklist,https://successportal.conestogac.on.ca/students/docs/detail/157?filename=Math-Learning-Strategies-Checklist-Template.docx,Use this learning strategies checklist to help you stay on track in your math courses.,330
Athletics & Recreation,https://successportal.conestogac.on.ca/students/docs/detail/153?filename=Athletics-and-Rec-Postcard.pdf,Athletics and Recreation has you covered with fitness & wellness supports.,331
Student Rights & Responsibilities Office,https://successportal.conestogac.on.ca/students/docs/detail/152?filename=SRRO_Postcard.pdf,The Student Rights and Responsibilities Office (SRRO) supports students and employees in upholding these standards and expectations.,332
Sexual & Gender-Based Violence Prevention & Support Office,https://successportal.conestogac.on.ca/students/docs/detail/151?filename=SGBV_Postcard_2023.pdf,"The Sexual & Gender-Based Violence Prevention & Support Office is available if you need support, aren't sure what to do, or just need to speak to someone.",333
Teach Me Tech,https://successportal.conestogac.on.ca/students/docs/detail/150?filename=Teach-Me-Tech-Postcard.pdf,Tech Representatives are here to help students learn to use technology more effectively.,334
Student Engagement,https://successportal.conestogac.on.ca/students/docs/detail/149?filename=Student-Engagement-Postcard.pdf,Student Engagement connects you with volunteer and learning opportunities to enhance your college experience outside of your academic program.,335
Counselling and Medical Clinic,https://successportal.conestogac.on.ca/students/docs/detail/147?filename=Health-and-Wellness_Postcard.pdf,"Counselling and the medical clinic can help students with mental health care, referrals to specialists, sexual health care and more!",336
Library & Learning Services,https://successportal.conestogac.on.ca/students/docs/detail/146?filename=Library-and-Learning-Postcard.pdf,"Connect with library and learning services for help with writing, math, academic integrity and more!",337
Course OHS 1320 Safety in the Workplace Instruction Guide,https://successportal.conestogac.on.ca/students/docs/detail/144?filename=OHS1320-Instruction-Guide.pdf,Course OHS 1320 Safety in the Workplace Instruction Guide,338
Pre - Work Integrated Learning (WIL) FAQ,https://successportal.conestogac.on.ca/students/links/detail/49,Questions and answers about how your Work Integrated Learning placements work?,339
H.S. Trax Community,https://successportal.conestogac.on.ca/students/docs/detail/143?filename=H.S.Trax-Community.pdf,H.S. Trax Community,340
How do I get involved in the Conestoga College community?,https://successportal.conestogac.on.ca/students/faqs/detail/7/how-do-i-get-involved-in-cones,"There are plenty of opportunities to get involved on campus. Check your Conestoga student email regularly for event updates. You can find campus events, webinars, and volunteer opportunities on the Student Success Portal. Consider joining or starting a club! Visit Clubs for more information.",341
Recording Devices,https://successportal.conestogac.on.ca/students/infoPages/detail/22/recording-devices,All items are available to borrow for a two-week loan from the Teach Me Tech Lab (room 2A501) at Doon.,342
Alternative Mice & Keyboards,https://successportal.conestogac.on.ca/students/infoPages/detail/21/alternative-mice-and-keyboards,All items are available to borrow for a two-week loan from the Teach Me Tech Lab (room 2A501) at Doon,343
Assistive Technology Devices,https://successportal.conestogac.on.ca/students/infoPages/detail/19/assistive-technology-devices,All items are available to borrow for a two-week loan from the Teach Me Tech Lab (room 2A501) at Doon.,344
FM Systems,https://successportal.conestogac.on.ca/students/infoPages/detail/23/fm-systems,All items are available to borrow for a two-week loan from the Teach Me Tech Lab (room 2A501) at Doon.,345
Laptops & Printers,https://successportal.conestogac.on.ca/students/infoPages/detail/18/laptops-and-printers,Laptops and printers available to Accessible Learning students.,346
What are assistive technologies?,https://successportal.conestogac.on.ca/students/infoPages/detail/17/what-are-assistive-technologie,Overview of assistive technologies available to Conestoga students.,347
How to Register for an ISA webinar on the Student Success Portal,https://successportal.conestogac.on.ca/students/docs/detail/136?filename=ISA-Webinar-registration-steps-on-the-SSP.pdf,Step-by-step instructions on how to register for a webinar on the Student Success Portal.,348
ISA Appointment Cancellation Reminder,https://successportal.conestogac.on.ca/students/docs/detail/134?filename=ISA-Cancellation-Policy-%283%29.pdf,A reminder to students to cancel their appointment with ISA if they are unable to attend.,349
Housing Resources,https://successportal.conestogac.on.ca/students/docs/detail/131?filename=Housing-Resources.pdf,"Learn more about the Canadian housing market, short-term and long-term housing options, estimated rental costs, how to search for housing and more.",350
How do I get my ONE Card?,https://successportal.conestogac.on.ca/students/faqs/detail/2/how-do-i-get-my-one-card,"Please review the Get Your Card webpage for instructions on uploading your ONE Card photo, information about how you will receive your card, and more. You can also read the ONE Card frequently asked questions. If you move after you upload your photo, please keep your address up to date on the Student Portal. Students living outside of Canada will...",351
Math technology,https://successportal.conestogac.on.ca/students/infoPages/detail/13/math-technology,This resource provides links to math technology tools.,352
Starting your term off right for math success,https://successportal.conestogac.on.ca/students/infoPages/detail/11/starting-your-term-off-right-f,It is important to start off the semester on the right foot and prepare yourself. Check out these tips to help you start off your math course with the right mindset.,353
Library Services: Assistive Math Technologies,https://successportal.conestogac.on.ca/students/links/detail/48,Assistive Technology at Conestoga provides students with resources to make math learning easier from math screen readers to math equation editors.,354
Wolfram Alpha,https://successportal.conestogac.on.ca/students/links/detail/47,Wolfram Alpha is a free math calculation tool. It can solve a variety of math problems from simple addition to integration.,355
Desmos Graphing Calculator,https://successportal.conestogac.on.ca/students/links/detail/46,Desmos is a free online graphing tool.,356
Function notation vs multiplication,https://successportal.conestogac.on.ca/students/videos/detail/31/function-notation-vs-multiplic,Sometimes function notation and multiplication get confused with each other. This video explains the differences between the two and some common errors to watch out for.,357
Incorrect canceling,https://successportal.conestogac.on.ca/students/videos/detail/30/incorrect-canceling,Cancelling out common factors can sometimes be confusing. This video covers common errors made when canceling factors in equations involving fractions and how to do it properly.,358
Problem solving and mathematical discovery,https://successportal.conestogac.on.ca/students/links/detail/44,"This courseware helps students to become better problem solvers. Students will learn about roughly a dozen problem techniques (such as draw a useful diagram, find a pattern, consider cases) and explicitly look at problem solving in a number of major topic areas.",359
Significant Digits,https://successportal.conestogac.on.ca/students/videos/detail/29/significant-digits,"In this video, you will learn how to determine which digits are significant in a value. You will also learn how to maintain accuracy and precision when adding, subtracting, multiplying, and dividing.",360
Math Words,https://successportal.conestogac.on.ca/students/docs/detail/96?filename=mathwords-S21-%281%29.pdf,Key math words to help you decipher words problems.,361
Math language and terminology,https://successportal.conestogac.on.ca/students/links/detail/43,The Learning Portal has a dictionary of common math terms to help you gain a better understanding of the math words you may encounter in your course.,362
"LinkedIn Learning: Search for statistics, business, computer science content",https://successportal.conestogac.on.ca/students/links/detail/42,"Search statistics, business, or computer science topics for instructional videos.",363
Khan Academy: Search any math topic for videos and short modules,https://successportal.conestogac.on.ca/students/links/detail/41,"Search any math topic in Khan Academy from basic addition to multivariable calculus for detailed instructional videos, mini lessons, and practice problems.",364
Intervals of Validity,https://successportal.conestogac.on.ca/students/videos/detail/28/intervals-of-validity,This video goes through intervals of validity for first order linear and non-linear IVPs.,365
Methods of solving linear differential equations,https://successportal.conestogac.on.ca/students/videos/detail/27/methods-of-solving-linear-diff,This video describes different types of linear differential equations and which methods to use to solve them.,366
Solving integrals using trigonometric substitution,https://successportal.conestogac.on.ca/students/videos/detail/26/solving-integrals-using-trigon,This video explains how to use trigonometric substitution to solve integrals.,367
Introduction to differential equations practice,https://successportal.conestogac.on.ca/students/docs/detail/95?filename=Calculus-Review.docx,"Introduction to differential equations practice: Trig identities, derivatives, integrals, eigenvalues and eigenvectors.",368
"Calculus volume 3 e-text: Vector calculus, double and triple integrals, intro to 2nd order differential equations",https://successportal.conestogac.on.ca/students/links/detail/40,"Introduction to differential equations practice: Trig identities, derivatives, integrals, eigenvalues and eigenvectors.",369
"Calculus volume 2 e-text: Sequences & series, parametric equations, intro to differential equations",https://successportal.conestogac.on.ca/students/links/detail/39,"A free calculus textbook that provides examples, explanations and exercises for a second calculus course. Topics include sequences and series, parametric equations, intro to differential equations.",370
"Calculus volume 1 e-text: Functions, limits, derivatives, integrals",https://successportal.conestogac.on.ca/students/links/detail/38,"A free calculus textbook that provides examples, explanations and exercises for a first calculus course. Topics include functions, limits, derivatives, integrals.",371
Differential Calculus Mini Quizzes and Lessons,https://successportal.conestogac.on.ca/students/links/detail/36,Differential Calculus mini quizzes and lessons with MathMatize. Select the blue “skip and start learning” bubble under “Create a new account” to get started.,372
Matrices and vectors practice,https://successportal.conestogac.on.ca/students/links/detail/35,Matrices and vectors practice problems.,373
Linear Algebra Mini Quizzes and Lessons,https://successportal.conestogac.on.ca/students/links/detail/34,Linear algebra mini quizzes and lesson through MathMatize. Select the blue “skip and start learning” bubble under “Create a new account” to get started.,374
Getting started with SPSS,https://successportal.conestogac.on.ca/students/links/detail/33,"This resource is split into modules to help you learn the basics of using SPSS like adding variables, descriptive statistics, correlation, and t-tests. There are data files and activities to work through.",375
SPSS Tutorial (for beginners),https://successportal.conestogac.on.ca/students/links/detail/32,"Here you will find links to tutorials on creating different types of charts and graphs in SPSS, and more.",376
Rank Score Tests,https://successportal.conestogac.on.ca/students/links/detail/31,"Differentiating the Wilcoxon Signed Rank Test and the Mann-Whitney U Test, exercises.",377
Non-Parametric Data,https://successportal.conestogac.on.ca/students/links/detail/30,"An explanation of when to use a non-parametric test, different types of tests, and advantages and disadvantages.",378
Correlation and Regression,https://successportal.conestogac.on.ca/students/links/detail/29,"An explanation of calculating the correlation coefficient, the regression equation, exercises.",379
Hypothesis Testing,https://successportal.conestogac.on.ca/students/links/detail/28,"All about hypothesis testing: steps, p-value, tails, null and alternative, confidence intervals.",380
Introduction to power in significance tests,https://successportal.conestogac.on.ca/students/videos/detail/25/introduction-to-power-in-signi,This video goes over the power in significance tests.,381
Type 1 and Type 2 Errors,https://successportal.conestogac.on.ca/students/links/detail/27,Distinguish between type 1 and type 2 errors in hypothesis testing.,382
Conditional Probability,https://successportal.conestogac.on.ca/students/links/detail/26,Conditional probability and independent events.,383
Introductory Statistics open resource textbook,https://successportal.conestogac.on.ca/students/links/detail/25,"This free probability and statistics textbook gives extra examples, explanations and practice problems that can help you better your understanding.",384
Hyperstat free online textbook,https://successportal.conestogac.on.ca/students/links/detail/24,"This free probability and statistics textbook gives extra examples, explanations and practice problems that can help you better your understanding.",385
Box and whisker plots,https://successportal.conestogac.on.ca/students/videos/detail/24/box-and-whisker-plots,This video explains how to calculate quartiles to construct a box and whisker plot.,386
Normal Distribution,https://successportal.conestogac.on.ca/students/videos/detail/23/normal-distribution,How to find probabilities under the standard normal curve.,387
Pre-algebra e-text,https://successportal.conestogac.on.ca/students/links/detail/19,"This pre-algebra e-text covers fractions, decimals, whole numbers, percent, linear equations, geometry, polynomials, and graphs.",388
Review: Method of Long Division,https://successportal.conestogac.on.ca/students/videos/detail/22/review-method-of-long-division,This video explains how to use long division.,389
Grade 12 Calculus and Vectors Review,https://successportal.conestogac.on.ca/students/links/detail/18,"Grade 12 Calculus and Vectors Review: lessons, videos, practice questions.",390
High School math review,https://successportal.conestogac.on.ca/students/links/detail/17,"Mini lessons, instructional videos, and quizzes based on Grade 9, 10 and 11 math topics like algebra (lines, quadratics, factoring, exponents, radicals), geometry, functions and trigonometry.",391
Fundamentals of high school math mini quizzes and lessons,https://successportal.conestogac.on.ca/students/links/detail/16,The Fundamentals of high school math from MathMatize is free. It includes mini lessons and extra practice. Select the blue “skip and start learning” bubble under “Create a new account” to get started.,392
"Basic math tutorials: Geometry, Trigonometry, Data Analysis, Probability",https://successportal.conestogac.on.ca/students/links/detail/15,"This free resource includes mini lessons, quizzes, and instructional videos on the basics of geometry, trigonometry, probability, data analysis and order of operations.",393
"Basic math tutorials: Fractions, Decimals, Percent, Polynomials, Basic Algebra, Order of Operations",https://successportal.conestogac.on.ca/students/links/detail/14,"This resource is free and full of instructional videos, mini quizzes, and printable documents on fractions, decimals, percent, polynomials, basic algebra, and order of operations.",394
Math anxiety resources from The Learning Portal,https://successportal.conestogac.on.ca/students/links/detail/13,Check out The Learning Portal for more tips on conquering math anxiety.,395
Embracing Failure by Dan Wolczuk video summary,https://successportal.conestogac.on.ca/students/docs/detail/94?filename=Embracing-Failure-Wolczuk-Video-Summary.docx,"A fear of failure can be extremely paralyzing. It can lead to stress, anxiety, and procrastination. This document outlines Dan Wolczuk's seminar on how to view failure as a positive experience, and how to develop a growth mindset.",396
Embracing Failure,https://successportal.conestogac.on.ca/students/videos/detail/20/embracing-failure,"A fear of failure can be extremely paralyzing. It can lead to stress, anxiety, and procrastination. This video discusses how to view failure, and how to develop a growth mindset.",397
5 tips to overcoming math anxiety,https://successportal.conestogac.on.ca/students/videos/detail/19/5-tips-to-overcoming-math-anxi,Dr. Thomas Hunt from National Numeracy discusses 5 tips you can start practicing to begin your journey to overcome math anxiety.,398
A technique to eliminating math anxiety,https://successportal.conestogac.on.ca/students/videos/detail/18/technique-to-eliminating-math-,Learn how Emotional Freedom Technique (EFT) or 'tapping' can help you reduce math anxiety.,399
The most powerful mindset for success,https://successportal.conestogac.on.ca/students/videos/detail/17/most-powerful-mindset-for-succ,This video explains the differences between fixed and growth mindset.,400
Why do people get so anxious about math?,https://successportal.conestogac.on.ca/students/videos/detail/16/why-do-people-get-so-anxious-a,This TED-Ed video by Orly Rubinsten can help you understand math anxiety and looks at current research on the topic.,401
How math anxiety can inhibit your math ability,https://successportal.conestogac.on.ca/students/videos/detail/15/how-math-anxiety-can-inhibit-y,How math anxiety can inhibit your math ability.,402
How to study effectively by Dan Wolczuk video summary,https://successportal.conestogac.on.ca/students/docs/detail/93?filename=How-to-study-effectively-Wolczuk-Video-Summary.docx,Not sure how to study for your math test? This document outlines how to study effectively and learn why your current math study habits may not be working.,403
How to study effectively for math,https://successportal.conestogac.on.ca/students/links/detail/8,Not sure how to study for your math test? This video discusses how to study effectively and learn why your current math study habits may not be working.,404
Preparing for math tests and exams,https://successportal.conestogac.on.ca/students/links/detail/7,"Test taking tips, creating a formula sheet, creating summary sheets.",405
How to be successful in an online math course,https://successportal.conestogac.on.ca/students/videos/detail/14/how-to-be-successful-in-online,How to be successful in an online math course.,406
Tips to improve math learning,https://successportal.conestogac.on.ca/students/links/detail/6,"How to use a calculator, navigate through math textbooks, take class notes, do your homework, and how to learn from your mistakes.",407
Learning in Lectures by Dan Wolczuk video summary,https://successportal.conestogac.on.ca/students/docs/detail/92?filename=Learning-in-Lectures-Wolczuk-Video-Summary.docx,Learn how to improve your efficiency and comprehension during lectures.,408
Learning in Lectures,https://successportal.conestogac.on.ca/students/links/detail/5,Learn how to improve your efficiency and comprehension during lectures.,409
Thinking about your thinking by Dan Wolczuk video summary,https://successportal.conestogac.on.ca/students/docs/detail/91?filename=Thinking-about-your-thinking-Wolczuk-video-summary.docx,Understanding how you learn and think can improve your academics.,410
Thinking about your thinking,https://successportal.conestogac.on.ca/students/videos/detail/13/thinking-about-your-thinking,Understanding how you learn and think can improve your academics.,411
Math self-assessment tool,https://successportal.conestogac.on.ca/students/links/detail/4,This tool is designed to give you a better idea of what areas of math you need to focus on.,412
10 Math Success Strategies,https://successportal.conestogac.on.ca/students/docs/detail/90?filename=10-Math-Success-Strategies.docx,Follow these 10 strategies to get started on a successful journey to learning math.,413
How to use the Study Plan feature in Pearson MyLab,https://successportal.conestogac.on.ca/students/videos/detail/12/how-to-use-study-plan-feature-,"This video demonstrates how to use the Study Plan feature in Pearson MyLab. The Study Plan feature is a great way to practice content from your course that you are struggling with, of if you’re just looking for more practice problems.",414
Personal Essentials Resources,https://successportal.conestogac.on.ca/students/docs/detail/85?filename=Personal-Essentials-Resources.pdf,This document will help you plan how to access your personal essentials during your quarantine after you arrive in Canada.,415
How to use a planner for your success,https://successportal.conestogac.on.ca/students/videos/detail/5/how-to-use-planner-for-your-su,"Keep on top of school, work and personal life by using a planner. This video shares some tips for how to make planners most effective.",416
Understanding Procrastination,https://successportal.conestogac.on.ca/students/videos/detail/10/understanding-procrastination,Watch this video to understand how procrastination can affect your success as a student.,417
Breakdown Tasks to Complete Assignments,https://successportal.conestogac.on.ca/students/videos/detail/9/breakdown-tasks-to-complete-as,Breaking down assignments into smaller tasks will help you manage your work more effectively and make things seem less overwhelming.,418
Try retrieval practice to strengthen your memory,https://successportal.conestogac.on.ca/students/videos/detail/8/try-retrieval-practice-to-stre,Learn how to use retrieval practice as an active studying technique to improve your success in courses and prepare for exams and tests.,419
Study with spaced practice,https://successportal.conestogac.on.ca/students/videos/detail/7/study-with-spaced-practice,This video explores ways to study more effectively and avoid cramming sessions.,420
Quizlet - Online flashcard maker,https://successportal.conestogac.on.ca/students/links/detail/3,This website provides free tools for active studying and can help you make your own flashcards.,421
Mindmap web app,https://successportal.conestogac.on.ca/students/links/detail/2,This free web application will help you take notes using the mindmaps method.,422
Cornell Notes Template,https://successportal.conestogac.on.ca/students/links/detail/1,Use this template to take notes using the Cornell method.,423
Using Time Management Tools Together,https://successportal.conestogac.on.ca/students/videos/detail/6/using-time-management-tools-to,This video shows how to combine different types of planning tools together to best manage your time.,424
Active reading with the SQ5R strategy,https://successportal.conestogac.on.ca/students/videos/detail/4/active-reading-with-sq5r-strat,Learn about the SQ5R strategy to improve your reading retention and help you study more successfully.,425
Why you should take notes to improve learning,https://successportal.conestogac.on.ca/students/videos/detail/3/why-you-should-take-notes-to-i,Learn why and how to take notes to improve your academic success.,426
How to be successful while learning online,https://successportal.conestogac.on.ca/students/videos/detail/1/how-to-be-successful-while-lea,Follow these tips while learning in an online environment and you will be headed for success!,427
